metric,value,simulation_year,scenario_label
old_quota,0.3277081571461521,2025,G2L2W3
total_pop,85492.0,2025,G2L2W3
share_over_67,0.20426513790929743,2025,G2L3W1
share_20_66,0.6062775788860212,2025,G2L3W1
share_under_20,0.18945728320468141,2025,G2L3W1
total_over_67,17174.0,2025,G2L3W1
total_20_66,50974.0,2025,G2L3W1
total_under_20,15929.0,2025,G2L3W1
youth_quota,0.31249264330835325,2025,G2L3W1
old_quota,0.33691685957546985,2025,G2L3W1
total_pop,84077.0,2025,G2L3W1
share_over_67,0.20222811671087534,2025,G2L3W2
share_20_66,0.607167698202181,2025,G2L3W2
share_under_20,0.1906041850869437,2025,G2L3W2
total_over_67,17154.0,2025,G2L3W2
total_20_66,51503.0,2025,G2L3W2
total_under_20,16168.0,2025,G2L3W2
youth_quota,0.3139234607692756,2025,G2L3W2
old_quota,0.33306797662272103,2025,G2L3W2
total_pop,84825.0,2025,G2L3W2
share_over_67,0.20009114172538298,2025,G2L3W3
share_20_66,0.6080905808532268,2025,G2L3W3
share_under_20,0.19181827742139027,2025,G2L3W3
total_over_67,17124.0,2025,G2L3W3
total_20_66,52041.0,2025,G2L3W3
total_under_20,16416.0,2025,G2L3W3
youth_quota,0.3154435925520263,2025,G2L3W3
old_quota,0.3290482504179397,2025,G2L3W3
total_pop,85581.0,2025,G2L3W3
share_over_67,0.2028496884642419,2025,G3L1W1
share_20_66,0.6068692741157269,2025,G3L1W1
share_under_20,0.19028103742003122,2025,G3L1W1
total_over_67,17027.0,2025,G3L1W1
total_20_66,50940.0,2025,G3L1W1
total_under_20,15972.0,2025,G3L1W1
youth_quota,0.313545347467609,2025,G3L1W1
old_quota,0.33425598743619944,2025,G3L1W1
total_pop,83939.0,2025,G3L1W1
share_over_67,0.2007792667808017,2025,G3L1W2
share_20_66,0.6077690536631443,2025,G3L1W2
share_under_20,0.19145167955605408,2025,G3L1W2
total_over_67,17005.0,2025,G3L1W2
total_20_66,51475.0,2025,G3L1W2
total_under_20,16215.0,2025,G3L1W2
youth_quota,0.31500728508984943,2025,G3L1W2
old_quota,0.3303545410393395,2025,G3L1W2
total_pop,84695.0,2025,G3L1W2
share_over_67,0.1986986694128799,2025,G3L1W3
share_20_66,0.6086646148084868,2025,G3L1W3
share_under_20,0.19263671577863337,2025,G3L1W3
total_over_67,16979.0,2025,G3L1W3
total_20_66,52011.0,2025,G3L1W3
total_under_20,16461.0,2025,G3L1W3
youth_quota,0.31649074234296587,2025,G3L1W3
old_quota,0.3264501740016535,2025,G3L1W3
total_pop,85451.0,2025,G3L1W3
share_over_67,0.20347494942282518,2025,G3L2W1
share_20_66,0.6064262763298822,2025,G3L2W1
share_under_20,0.19009877424729263,2025,G3L2W1
total_over_67,17098.0,2025,G3L2W1
total_20_66,50958.0,2025,G3L2W1
total_under_20,15974.0,2025,G3L2W1
youth_quota,0.31347384120255894,2025,G3L2W1
old_quota,0.3355312217904941,2025,G3L2W1
total_pop,84030.0,2025,G3L2W1
share_over_67,0.20146489903755427,2025,G3L2W2
share_20_66,0.6072608039252689,2025,G3L2W2
share_under_20,0.19127429703717683,2025,G3L2W2
total_over_67,17081.0,2025,G3L2W2
total_20_66,51486.0,2025,G3L2W2
total_under_20,16217.0,2025,G3L2W2
youth_quota,0.31497882919628634,2025,G3L2W2
old_quota,0.33176009012158647,2025,G3L2W2
total_pop,84784.0,2025,G3L2W2
share_over_67,0.19932195464110358,2025,G3L2W3
share_20_66,0.6082300678045359,2025,G3L2W3
share_under_20,0.19244797755436052,2025,G3L2W3
total_over_67,17050.0,2025,G3L2W3
total_20_66,52028.0,2025,G3L2W3
total_under_20,16462.0,2025,G3L2W3
youth_quota,0.31640655031905895,2025,G3L2W3
old_quota,0.32770815714615203,2025,G3L2W3
total_pop,85540.0,2025,G3L2W3
share_over_67,0.204148588410104,2025,G3L3W1
share_20_66,0.6059316493313521,2025,G3L3W1
share_under_20,0.18991976225854384,2025,G3L3W1
total_over_67,17174.0,2025,G3L3W1
total_20_66,50974.0,2025,G3L3W1
total_under_20,15977.0,2025,G3L3W1
youth_quota,0.31343429983913373,2025,G3L3W1
old_quota,0.33691685957546985,2025,G3L3W1
total_pop,84125.0,2025,G3L3W1
share_over_67,0.20211136508235739,2025,G3L3W2
share_20_66,0.6068171642670311,2025,G3L3W2
share_under_20,0.1910714706506115,2025,G3L3W2
total_over_67,17154.0,2025,G3L3W2
total_20_66,51503.0,2025,G3L3W2
total_under_20,16217.0,2025,G3L3W2
youth_quota,0.31487486165854417,2025,G3L3W2
old_quota,0.33306797662272103,2025,G3L3W2
total_pop,84874.0,2025,G3L3W2
share_over_67,0.19997897908418877,2025,G3L3W3
share_20_66,0.6077497109624076,2025,G3L3W3
share_under_20,0.19227130995340364,2025,G3L3W3
total_over_67,17124.0,2025,G3L3W3
total_20_66,52041.0,2025,G3L3W3
total_under_20,16464.0,2025,G3L3W3
youth_quota,0.3163659422378509,2025,G3L3W3
old_quota,0.3290482504179397,2025,G3L3W3
total_pop,85629.0,2025,G3L3W3
share_over_67,0.20643905468180895,2026,G1L1W1
share_20_66,0.6039838068283595,2026,G1L1W1
share_under_20,0.1895771384898315,2026,G1L1W1
total_over_67,17287.0,2026,G1L1W1
total_20_66,50577.0,2026,G1L1W1
total_under_20,15875.0,2026,G1L1W1
youth_quota,0.31387784961543785,2026,G1L1W1
old_quota,0.34179567787729603,2026,G1L1W1
total_pop,83739.0,2026,G1L1W1
share_over_67,0.20390322275777337,2026,G1L1W2
share_20_66,0.6051885455060958,2026,G1L1W2
share_under_20,0.1909082317361308,2026,G1L1W2
total_over_67,17260.0,2026,G1L1W2
total_20_66,51228.0,2026,G1L1W2
total_under_20,16160.0,2026,G1L1W2
youth_quota,0.31545248692121497,2026,G1L1W2
old_quota,0.3369251190755056,2026,G1L1W2
total_pop,84648.0,2026,G1L1W2
share_over_67,0.20154513259855772,2026,G1L1W3
share_20_66,0.6062600077139751,2026,G1L1W3
share_under_20,0.19219485968746713,2026,G1L1W3
total_over_67,17244.0,2026,G1L1W3
total_20_66,51871.0,2026,G1L1W3
total_under_20,16444.0,2026,G1L1W3
youth_quota,0.31701721578531356,2026,G1L1W3
old_quota,0.3324400917661121,2026,G1L1W3
total_pop,85559.0,2026,G1L1W3
share_over_67,0.20724406068123272,2026,G1L2W1
share_20_66,0.6034133193397576,2026,G1L2W1
share_under_20,0.18934261997900964,2026,G1L2W1
total_over_67,17377.0,2026,G1L2W1
total_20_66,50595.0,2026,G1L2W1
total_under_20,15876.0,2026,G1L2W1
youth_quota,0.31378594722798697,2026,G1L2W1
old_quota,0.34345291036663705,2026,G1L2W1
total_pop,83848.0,2026,G1L2W1
share_over_67,0.2047007185586351,2026,G1L2W2
share_20_66,0.6046275648059656,2026,G1L2W2
share_under_20,0.19067171663539934,2026,G1L2W2
total_over_67,17349.0,2026,G1L2W2
total_20_66,51244.0,2026,G1L2W2
total_under_20,16160.0,2026,G1L2W2
youth_quota,0.3153539926625556,2026,G1L2W2
old_quota,0.33855670907813595,2026,G1L2W2
total_pop,84753.0,2026,G1L2W2
share_over_67,0.20223433687823214,2026,G1L2W3
share_20_66,0.6058041394767869,2026,G1L2W3
share_under_20,0.19196152364498092,2026,G1L2W3
total_over_67,17324.0,2026,G1L2W3
total_20_66,51895.0,2026,G1L2W3
total_under_20,16444.0,2026,G1L2W3
youth_quota,0.3168706041044417,2026,G1L2W3
old_quota,0.3338279217651026,2026,G1L2W3
total_pop,85663.0,2026,G1L2W3
share_over_67,0.20802811029718302,2026,G1L3W1
share_20_66,0.6028705854326722,2026,G1L3W1
share_under_20,0.1891013042701447,2026,G1L3W1
total_over_67,17465.0,2026,G1L3W1
total_20_66,50614.0,2026,G1L3W1
total_under_20,15876.0,2026,G1L3W1
youth_quota,0.3136681550559134,2026,G1L3W1
old_quota,0.3450626308926384,2026,G1L3W1
total_pop,83955.0,2026,G1L3W1
share_over_67,0.2054726719932122,2026,G1L3W2
share_20_66,0.6040915411628839,2026,G1L3W2
share_under_20,0.19043578684390394,2026,G1L3W2
total_over_67,17436.0,2026,G1L3W2
total_20_66,51262.0,2026,G1L3W2
total_under_20,16160.0,2026,G1L3W2
youth_quota,0.3152432601147049,2026,G1L3W2
old_quota,0.34013499278217785,2026,G1L3W2
total_pop,84858.0,2026,G1L3W2
share_over_67,0.20296850770109715,2026,G1L3W3
share_20_66,0.6052794198234752,2026,G1L3W3
share_under_20,0.1917520724754276,2026,G1L3W3
total_over_67,17408.0,2026,G1L3W3
total_20_66,51913.0,2026,G1L3W3
total_under_20,16446.0,2026,G1L3W3
youth_quota,0.316799260300888,2026,G1L3W3
old_quota,0.33533026409569855,2026,G1L3W3
total_pop,85767.0,2026,G1L3W3
share_over_67,0.20619774085427675,2026,G2L1W1
share_20_66,0.603277789043024,2026,G2L1W1
share_under_20,0.1905244701026993,2026,G2L1W1
total_over_67,17287.0,2026,G2L1W1
total_20_66,50577.0,2026,G2L1W1
total_under_20,15973.0,2026,G2L1W1
youth_quota,0.31581548925400876,2026,G2L1W1
old_quota,0.341795677877296,2026,G2L1W1
total_pop,83837.0,2026,G2L1W1
share_over_67,0.20366022017958915,2026,G2L1W2
share_20_66,0.6044673093487829,2026,G2L1W2
share_under_20,0.19187247047162798,2026,G2L1W2
total_over_67,17260.0,2026,G2L1W2
total_20_66,51228.0,2026,G2L1W2
total_under_20,16261.0,2026,G2L1W2
youth_quota,0.3174240649644725,2026,G2L1W2
old_quota,0.3369251190755056,2026,G2L1W2
total_pop,84749.0,2026,G2L1W2
share_over_67,0.20130514469828745,2026,G2L1W3
share_20_66,0.6055381095247545,2026,G2L1W3
share_under_20,0.19315674577695802,2026,G2L1W3
total_over_67,17244.0,2026,G2L1W3
total_20_66,51871.0,2026,G2L1W3
total_under_20,16546.0,2026,G2L1W3
youth_quota,0.31898363247286543,2026,G2L1W3
old_quota,0.3324400917661121,2026,G2L1W3
total_pop,85661.0,2026,G2L1W3
share_over_67,0.20699965454393843,2026,G2L2W1
share_20_66,0.6027017046469797,2026,G2L2W1
share_under_20,0.19029864080908193,2026,G2L2W1
total_over_67,17377.0,2026,G2L2W1
total_20_66,50595.0,2026,G2L2W1
total_under_20,15975.0,2026,G2L2W1
youth_quota,0.3157426623184109,2026,G2L2W1
old_quota,0.343452910366637,2026,G2L2W1
total_pop,83947.0,2026,G2L2W1
share_over_67,0.20445224851513152,2026,G2L2W2
share_20_66,0.6038936551334024,2026,G2L2W2
share_under_20,0.19165409635146602,2026,G2L2W2
total_over_67,17349.0,2026,G2L2W2
total_20_66,51244.0,2026,G2L2W2
total_under_20,16263.0,2026,G2L2W2
youth_quota,0.31736398407618455,2026,G2L2W2
old_quota,0.338556709078136,2026,G2L2W2
total_pop,84856.0,2026,G2L2W2
share_over_67,0.2019914651493599,2026,G2L2W3
share_20_66,0.6050766037823846,2026,G2L2W3
share_under_20,0.19293193106825549,2026,G2L2W3
total_over_67,17324.0,2026,G2L2W3
total_20_66,51895.0,2026,G2L2W3
total_under_20,16547.0,2026,G2L2W3
youth_quota,0.3188553810579054,2026,G2L2W3
old_quota,0.3338279217651026,2026,G2L2W3
total_pop,85766.0,2026,G2L2W3
share_over_67,0.20778061983225268,2026,G2L3W1
share_20_66,0.6021533519719231,2026,G2L3W1
share_under_20,0.19006602819582416,2026,G2L3W1
total_over_67,17465.0,2026,G2L3W1
total_20_66,50614.0,2026,G2L3W1
total_under_20,15976.0,2026,G2L3W1
youth_quota,0.3156438929940333,2026,G2L3W1
old_quota,0.3450626308926384,2026,G2L3W1
total_pop,84055.0,2026,G2L3W1
share_over_67,0.20522357316886572,2026,G2L3W2
share_20_66,0.6033591883334707,2026,G2L3W2
share_under_20,0.19141723849766362,2026,G2L3W2
total_over_67,17436.0,2026,G2L3W2
total_20_66,51262.0,2026,G2L3W2
total_under_20,16263.0,2026,G2L3W2
youth_quota,0.3172525457453864,2026,G2L3W2
old_quota,0.3401349927821778,2026,G2L3W2
total_pop,84961.0,2026,G2L3W2
share_over_67,0.20272977127684352,2026,G2L3W3
share_20_66,0.6045674756603159,2026,G2L3W3
share_under_20,0.19270275306284063,2026,G2L3W3
total_over_67,17408.0,2026,G2L3W3
total_20_66,51913.0,2026,G2L3W3
total_under_20,16547.0,2026,G2L3W3
youth_quota,0.318744823069366,2026,G2L3W3
old_quota,0.33533026409569855,2026,G2L3W3
total_pop,85868.0,2026,G2L3W3
share_over_67,0.206023263574391,2026,G3L1W1
share_20_66,0.602767316584831,2026,G3L1W1
share_under_20,0.191209419840778,2026,G3L1W1
total_over_67,17287.0,2026,G3L1W1
total_20_66,50577.0,2026,G3L1W1
total_under_20,16044.0,2026,G3L1W1
youth_quota,0.31721928940032035,2026,G3L1W1
old_quota,0.34179567787729603,2026,G3L1W1
total_pop,83908.0,2026,G3L1W1
share_over_67,0.20348734393605358,2026,G3L1W2
share_20_66,0.6039542094528477,2026,G3L1W2
share_under_20,0.19255844661109867,2026,G3L1W2
total_over_67,17260.0,2026,G3L1W2
total_20_66,51228.0,2026,G3L1W2
total_under_20,16333.0,2026,G3L1W2
youth_quota,0.31882954634184435,2026,G3L1W2
old_quota,0.3369251190755056,2026,G3L1W2
total_pop,84821.0,2026,G3L1W2
share_over_67,0.20113139324663207,2026,G3L1W3
share_20_66,0.6050154545984721,2026,G3L1W3
share_under_20,0.1938531521548959,2026,G3L1W3
total_over_67,17244.0,2026,G3L1W3
total_20_66,51871.0,2026,G3L1W3
total_under_20,16620.0,2026,G3L1W3
youth_quota,0.32041024850108923,2026,G3L1W3
old_quota,0.33244009176611206,2026,G3L1W3
total_pop,85735.0,2026,G3L1W3
share_over_67,0.2068247280344688,2026,G3L2W1
share_20_66,0.6021923873455688,2026,G3L2W1
share_under_20,0.19098288461996238,2026,G3L2W1
total_over_67,17377.0,2026,G3L2W1
total_20_66,50595.0,2026,G3L2W1
total_under_20,16046.0,2026,G3L2W1
youth_quota,0.31714596303982606,2026,G3L2W1
old_quota,0.343452910366637,2026,G3L2W1
total_pop,84018.0,2026,G3L2W1
share_over_67,0.20428372936438782,2026,G3L2W2
share_20_66,0.6033958976049737,2026,G3L2W2
share_under_20,0.19232037303063843,2026,G3L2W2
total_over_67,17349.0,2026,G3L2W2
total_20_66,51244.0,2026,G3L2W2
total_under_20,16333.0,2026,G3L2W2
youth_quota,0.31872999765826243,2026,G3L2W2
old_quota,0.338556709078136,2026,G3L2W2
total_pop,84926.0,2026,G3L2W2
share_over_67,0.20181733457595527,2026,G3L2W3
share_20_66,0.6045549860205033,2026,G3L2W3
share_under_20,0.19362767940354148,2026,G3L2W3
total_over_67,17324.0,2026,G3L2W3
total_20_66,51895.0,2026,G3L2W3
total_under_20,16621.0,2026,G3L2W3
youth_quota,0.32028133731573366,2026,G3L2W3
old_quota,0.3338279217651026,2026,G3L2W3
total_pop,85840.0,2026,G3L2W3
share_over_67,0.20760525877849892,2026,G3L3W1
share_20_66,0.6016451513206381,2026,G3L3W1
share_under_20,0.190749589900863,2026,G3L3W1
total_over_67,17465.0,2026,G3L3W1
total_20_66,50614.0,2026,G3L3W1
total_under_20,16047.0,2026,G3L3W1
youth_quota,0.31704666693009836,2026,G3L3W1
old_quota,0.3450626308926384,2026,G3L3W1
total_pop,84126.0,2026,G3L3W1
share_over_67,0.2050546271359857,2026,G3L3W2
share_20_66,0.6028624854464842,2026,G3L3W2
share_under_20,0.19208288741753007,2026,G3L3W2
total_over_67,17436.0,2026,G3L3W2
total_20_66,51262.0,2026,G3L3W2
total_under_20,16333.0,2026,G3L3W2
youth_quota,0.3186180796691506,2026,G3L3W2
old_quota,0.34013499278217785,2026,G3L3W2
total_pop,85031.0,2026,G3L3W2
share_over_67,0.20255521165437154,2026,G3L3W3
share_20_66,0.6040469153615229,2026,G3L3W3
share_under_20,0.19339787298410557,2026,G3L3W3
total_over_67,17408.0,2026,G3L3W3
total_20_66,51913.0,2026,G3L3W3
total_under_20,16621.0,2026,G3L3W3
youth_quota,0.32017028489973615,2026,G3L3W3
old_quota,0.33533026409569855,2026,G3L3W3
total_pop,85942.0,2026,G3L3W3
share_over_67,0.21015125246607283,2027,G1L1W1
share_20_66,0.6002152209003407,2027,G1L1W1
share_under_20,0.18963352663358643,2027,G1L1W1
total_over_67,17576.0,2027,G1L1W1
total_20_66,50199.0,2027,G1L1W1
total_under_20,15860.0,2027,G1L1W1
youth_quota,0.31594254865634774,2027,G1L1W1
old_quota,0.3501264965437559,2027,G1L1W1
total_pop,83635.0,2027,G1L1W1
share_over_67,0.20715264003022574,2027,G1L1W2
share_20_66,0.6016813072636252,2027,G1L1W2
share_under_20,0.19116605270614906,2027,G1L1W2
total_over_67,17545.0,2027,G1L1W2
total_20_66,50960.0,2027,G1L1W2
total_under_20,16191.0,2027,G1L1W2
youth_quota,0.3177197802197802,2027,G1L1W2
old_quota,0.34428963893249603,2027,G1L1W2
total_pop,84696.0,2027,G1L1W2
share_over_67,0.20424514548953293,2027,G1L1W3
share_20_66,0.6031255466791067,2027,G1L1W3
share_under_20,0.19262930783136042,2027,G1L1W3
total_over_67,17513.0,2027,G1L1W3
total_20_66,51715.0,2027,G1L1W3
total_under_20,16517.0,2027,G1L1W3
youth_quota,0.31938509136614135,2027,G1L1W3
old_quota,0.33864449386058204,2027,G1L1W3
total_pop,85745.0,2027,G1L1W3
share_over_67,0.21107489523263728,2027,G1L2W1
share_20_66,0.5995677973184331,2027,G1L2W1
share_under_20,0.18935730744892965,2027,G1L2W1
total_over_67,17679.0,2027,G1L2W1
total_20_66,50218.0,2027,G1L2W1
total_under_20,15860.0,2027,G1L2W1
youth_quota,0.31582301166912263,2027,G1L2W1
old_quota,0.3520450834362181,2027,G1L2W1
total_pop,83757.0,2027,G1L2W1
share_over_67,0.2080641358170243,2027,G1L2W2
share_20_66,0.6010492808299929,2027,G1L2W2
share_under_20,0.19088658335298278,2027,G1L2W2
total_over_67,17648.0,2027,G1L2W2
total_20_66,50981.0,2027,G1L2W2
total_under_20,16191.0,2027,G1L2W2
youth_quota,0.3175889056707401,2027,G1L2W2
old_quota,0.34616818030246566,2027,G1L2W2
total_pop,84820.0,2027,G1L2W2
share_over_67,0.20509386500209625,2027,G1L2W3
share_20_66,0.6025294638282014,2027,G1L2W3
share_under_20,0.19237667116970233,2027,G1L2W3
total_over_67,17611.0,2027,G1L2W3
total_20_66,51738.0,2027,G1L2W3
total_under_20,16519.0,2027,G1L2W3
youth_quota,0.3192817658200936,2027,G1L2W3
old_quota,0.3403881093200356,2027,G1L2W3
total_pop,85868.0,2027,G1L2W3
share_over_67,0.21191421384547524,2027,G1L3W1
share_20_66,0.5989890681067678,2027,G1L3W1
share_under_20,0.189096718047757,2027,G1L3W1
total_over_67,17776.0,2027,G1L3W1
total_20_66,50245.0,2027,G1L3W1
total_under_20,15862.0,2027,G1L3W1
youth_quota,0.315693103791422,2027,G1L3W1
old_quota,0.35378644641257834,2027,G1L3W1
total_pop,83883.0,2027,G1L3W1
share_over_67,0.20894257257893623,2027,G1L3W2
share_20_66,0.6004332367968732,2027,G1L3W2
share_under_20,0.19062419062419061,2027,G1L3W2
total_over_67,17748.0,2027,G1L3W2
total_20_66,51002.0,2027,G1L3W2
total_under_20,16192.0,2027,G1L3W2
youth_quota,0.3174777459707462,2027,G1L3W2
old_quota,0.3479863534763342,2027,G1L3W2
total_pop,84942.0,2027,G1L3W2
share_over_67,0.20603727950325004,2027,G1L3W3
share_20_66,0.6018442074907848,2027,G1L3W3
share_under_20,0.1921185130059652,2027,G1L3W3
total_over_67,17719.0,2027,G1L3W3
total_20_66,51758.0,2027,G1L3W3
total_under_20,16522.0,2027,G1L3W3
youth_quota,0.3192163530275513,2027,G1L3W3
old_quota,0.3423432126434561,2027,G1L3W3
total_pop,85999.0,2027,G1L3W3
share_over_67,0.20981508672659338,2027,G2L1W1
share_20_66,0.5992550943666511,2027,G2L1W1
share_under_20,0.19092981890675548,2027,G2L1W1
total_over_67,17576.0,2027,G2L1W1
total_20_66,50199.0,2027,G2L1W1
total_under_20,15994.0,2027,G2L1W1
youth_quota,0.3186119245403295,2027,G2L1W1
old_quota,0.3501264965437559,2027,G2L1W1
total_pop,83769.0,2027,G2L1W1
share_over_67,0.20682297744928152,2027,G2L1W2
share_20_66,0.6007237920099964,2027,G2L1W2
share_under_20,0.19245323054072214,2027,G2L1W2
total_over_67,17545.0,2027,G2L1W2
total_20_66,50960.0,2027,G2L1W2
total_under_20,16326.0,2027,G2L1W2
youth_quota,0.3203689167974882,2027,G2L1W2
old_quota,0.3442896389324961,2027,G2L1W2
total_pop,84831.0,2027,G2L1W2
share_over_67,0.20390745980183264,2027,G2L1W3
share_20_66,0.6021283779850268,2027,G2L1W3
share_under_20,0.19396416221314053,2027,G2L1W3
total_over_67,17513.0,2027,G2L1W3
total_20_66,51715.0,2027,G2L1W3
total_under_20,16659.0,2027,G2L1W3
youth_quota,0.3221309097940636,2027,G2L1W3
old_quota,0.33864449386058204,2027,G2L1W3
total_pop,85887.0,2027,G2L1W3
share_over_67,0.21072518356059883,2027,G2L2W1
share_20_66,0.5985744254791647,2027,G2L2W1
share_under_20,0.19070039096023647,2027,G2L2W1
total_over_67,17679.0,2027,G2L2W1
total_20_66,50218.0,2027,G2L2W1
total_under_20,15999.0,2027,G2L2W1
youth_quota,0.31859094348639927,2027,G2L2W1
old_quota,0.35204508343621804,2027,G2L2W1
total_pop,83896.0,2027,G2L2W1
share_over_67,0.20773350597375081,2027,G2L2W2
share_20_66,0.6000941675004414,2027,G2L2W2
share_under_20,0.1921723265258078,2027,G2L2W2
total_over_67,17648.0,2027,G2L2W2
total_20_66,50981.0,2027,G2L2W2
total_under_20,16326.0,2027,G2L2W2
youth_quota,0.3202369510209686,2027,G2L2W2
old_quota,0.3461681803024656,2027,G2L2W2
total_pop,84955.0,2027,G2L2W2
share_over_67,0.20475764164215374,2027,G2L2W3
share_20_66,0.6015416991245103,2027,G2L2W3
share_under_20,0.19370065923333604,2027,G2L2W3
total_over_67,17611.0,2027,G2L2W3
total_20_66,51738.0,2027,G2L2W3
total_under_20,16660.0,2027,G2L2W3
youth_quota,0.32200703544783327,2027,G2L2W3
old_quota,0.34038810932003555,2027,G2L2W3
total_pop,86009.0,2027,G2L2W3
share_over_67,0.21156867412520827,2027,G2L3W1
share_20_66,0.5980123780052369,2027,G2L3W1
share_under_20,0.19041894786955488,2027,G2L3W1
total_over_67,17776.0,2027,G2L3W1
total_20_66,50245.0,2027,G2L3W1
total_under_20,15999.0,2027,G2L3W1
youth_quota,0.3184197432580356,2027,G2L3W1
old_quota,0.35378644641257834,2027,G2L3W1
total_pop,84020.0,2027,G2L3W1
share_over_67,0.20860366713681242,2027,G2L3W2
share_20_66,0.5994593323930418,2027,G2L3W2
share_under_20,0.19193700047014575,2027,G2L3W2
total_over_67,17748.0,2027,G2L3W2
total_20_66,51002.0,2027,G2L3W2
total_under_20,16330.0,2027,G2L3W2
youth_quota,0.3201835222148151,2027,G2L3W2
old_quota,0.3479863534763343,2027,G2L3W2
total_pop,85080.0,2027,G2L3W2
share_over_67,0.20570479927558105,2027,G2L3W3
share_20_66,0.6008730177157584,2027,G2L3W3
share_under_20,0.19342218300866051,2027,G2L3W3
total_over_67,17719.0,2027,G2L3W3
total_20_66,51758.0,2027,G2L3W3
total_under_20,16661.0,2027,G2L3W3
youth_quota,0.32190192820433555,2027,G2L3W3
old_quota,0.34234321264345613,2027,G2L3W3
total_pop,86138.0,2027,G2L3W3
share_over_67,0.2095674154623933,2027,G3L1W1
share_20_66,0.5985477178423236,2027,G3L1W1
share_under_20,0.19188486669528307,2027,G3L1W1
total_over_67,17576.0,2027,G3L1W1
total_20_66,50199.0,2027,G3L1W1
total_under_20,16093.0,2027,G3L1W1
youth_quota,0.3205840753799877,2027,G3L1W1
old_quota,0.3501264965437559,2027,G3L1W1
total_pop,83868.0,2027,G3L1W1
share_over_67,0.20657459409181356,2027,G3L1W2
share_20_66,0.6000023547973108,2027,G3L1W2
share_under_20,0.19342305111087563,2027,G3L1W2
total_over_67,17545.0,2027,G3L1W2
total_20_66,50960.0,2027,G3L1W2
total_under_20,16428.0,2027,G3L1W2
youth_quota,0.32237048665620094,2027,G3L1W2
old_quota,0.3442896389324961,2027,G3L1W2
total_pop,84933.0,2027,G3L1W2
share_over_67,0.20366795366795368,2027,G3L1W3
share_20_66,0.6014211285295623,2027,G3L1W3
share_under_20,0.19491091780248407,2027,G3L1W3
total_over_67,17513.0,2027,G3L1W3
total_20_66,51715.0,2027,G3L1W3
total_under_20,16760.0,2027,G3L1W3
youth_quota,0.324083921492797,2027,G3L1W3
old_quota,0.33864449386058204,2027,G3L1W3
total_pop,85988.0,2027,G3L1W3
share_over_67,0.21048433184112772,2027,G3L2W1
share_20_66,0.5978902752643109,2027,G3L2W1
share_under_20,0.19162539289456137,2027,G3L2W1
total_over_67,17679.0,2027,G3L2W1
total_20_66,50218.0,2027,G3L2W1
total_under_20,16095.0,2027,G3L2W1
youth_quota,0.3205026086263889,2027,G3L2W1
old_quota,0.35204508343621804,2027,G3L2W1
total_pop,83992.0,2027,G3L2W1
share_over_67,0.20747951421954172,2027,G3L2W2
share_20_66,0.5993604439271565,2027,G3L2W2
share_under_20,0.19316004185330182,2027,G3L2W2
total_over_67,17648.0,2027,G3L2W2
total_20_66,50981.0,2027,G3L2W2
total_under_20,16430.0,2027,G3L2W2
youth_quota,0.32227692669818164,2027,G3L2W2
old_quota,0.3461681803024656,2027,G3L2W2
total_pop,85059.0,2027,G3L2W2
share_over_67,0.20451035267613485,2027,G3L2W3
share_20_66,0.6008152079244713,2027,G3L2W3
share_under_20,0.19467443939939383,2027,G3L2W3
total_over_67,17611.0,2027,G3L2W3
total_20_66,51738.0,2027,G3L2W3
total_under_20,16764.0,2027,G3L2W3
youth_quota,0.32401716340020875,2027,G3L2W3
old_quota,0.3403881093200356,2027,G3L2W3
total_pop,86113.0,2027,G3L2W3
share_over_67,0.21132721479861144,2027,G3L3W1
share_20_66,0.5973298777878169,2027,G3L3W1
share_under_20,0.19134290741357174,2027,G3L3W1
total_over_67,17776.0,2027,G3L3W1
total_20_66,50245.0,2027,G3L3W1
total_under_20,16095.0,2027,G3L3W1
youth_quota,0.320330381132451,2027,G3L3W1
old_quota,0.35378644641257834,2027,G3L3W1
total_pop,84116.0,2027,G3L3W1
share_over_67,0.2083563235932896,2027,G3L3W2
share_20_66,0.5987485472112326,2027,G3L3W2
share_under_20,0.19289512919547785,2027,G3L3W2
total_over_67,17748.0,2027,G3L3W2
total_20_66,51002.0,2027,G3L3W2
total_under_20,16431.0,2027,G3L3W2
youth_quota,0.32216383671228577,2027,G3L3W2
old_quota,0.3479863534763342,2027,G3L3W2
total_pop,85181.0,2027,G3L3W2
share_over_67,0.20545912037198086,2027,G3L3W3
share_20_66,0.6001553785322526,2027,G3L3W3
share_under_20,0.19438550109576652,2027,G3L3W3
total_over_67,17719.0,2027,G3L3W3
total_20_66,51758.0,2027,G3L3W3
total_under_20,16764.0,2027,G3L3W3
youth_quota,0.32389195873101745,2027,G3L3W3
old_quota,0.34234321264345613,2027,G3L3W3
total_pop,86241.0,2027,G3L3W3
share_over_67,0.21420958722023303,2028,G1L1W1
share_20_66,0.5962494162166045,2028,G1L1W1
share_under_20,0.18954099656316237,2028,G1L1W1
total_over_67,17888.0,2028,G1L1W1
total_20_66,49791.0,2028,G1L1W1
total_under_20,15828.0,2028,G1L1W1
youth_quota,0.3178887750798337,2028,G1L1W1
old_quota,0.3592617139643711,2028,G1L1W1
total_pop,83507.0,2028,G1L1W1
share_over_67,0.2107568263112538,2028,G1L1W2
share_20_66,0.5979647971289945,2028,G1L1W2
share_under_20,0.19127837655975163,2028,G1L1W2
