metric,value,simulation_year,scenario_label
total_20_66,50820.0,2045,G2L2W3
total_under_20,16773.0,2045,G2L2W3
youth_quota,0.3300472255017709,2045,G2L2W3
old_quota,0.401219992129083,2045,G2L2W3
total_pop,87983.0,2045,G2L2W3
share_over_67,0.25961054118803367,2045,G2L3W1
share_20_66,0.5605135450580503,2045,G2L3W1
share_under_20,0.1798759137539161,2045,G2L3W1
total_over_67,21131.0,2045,G2L3W1
total_20_66,45623.0,2045,G2L3W1
total_under_20,14641.0,2045,G2L3W1
youth_quota,0.32091269754290597,2045,G2L3W1
old_quota,0.4631655086250356,2045,G2L3W1
total_pop,81395.0,2045,G2L3W1
share_over_67,0.24774314726771146,2045,G2L3W2
share_20_66,0.5665081880612783,2045,G2L3W2
share_under_20,0.18574866467101014,2045,G2L3W2
total_over_67,21104.0,2045,G2L3W2
total_20_66,48258.0,2045,G2L3W2
total_under_20,15823.0,2045,G2L3W2
youth_quota,0.32788345973724564,2045,G2L3W2
old_quota,0.43731609266857313,2045,G2L3W2
total_pop,85185.0,2045,G2L3W2
share_over_67,0.2373607057948643,2045,G2L3W3
share_20_66,0.5735597345382024,2045,G2L3W3
share_under_20,0.18907955966693332,2045,G2L3W3
total_over_67,21066.0,2045,G2L3W3
total_20_66,50904.0,2045,G2L3W3
total_under_20,16781.0,2045,G2L3W3
youth_quota,0.3296597516894546,2045,G2L3W3
old_quota,0.4138378123526638,2045,G2L3W3
total_pop,88751.0,2045,G2L3W3
share_over_67,0.24467281619513404,2045,G3L1W1
share_20_66,0.5633752244165171,2045,G3L1W1
share_under_20,0.19195195938834891,2045,G3L1W1
total_over_67,19761.0,2045,G3L1W1
total_20_66,45501.0,2045,G3L1W1
total_under_20,15503.0,2045,G3L1W1
youth_quota,0.3407177864222764,2045,G3L1W1
old_quota,0.43429814729346605,2045,G3L1W1
total_pop,80765.0,2045,G3L1W1
share_over_67,0.2333297883654153,2045,G3L1W2
share_20_66,0.5688255521287532,2045,G3L1W2
share_under_20,0.19784465950583147,2045,G3L1W2
total_over_67,19746.0,2045,G3L1W2
total_20_66,48138.0,2045,G3L1W2
total_under_20,16743.0,2045,G3L1W2
youth_quota,0.3478125389505173,2045,G3L1W2
old_quota,0.4101956873987287,2045,G3L1W2
total_pop,84627.0,2045,G3L1W2
share_over_67,0.22333937882566313,2045,G3L1W3
share_20_66,0.5755724325549761,2045,G3L1W3
share_under_20,0.2010881886193607,2045,G3L1W3
total_over_67,19703.0,2045,G3L1W3
total_20_66,50777.0,2045,G3L1W3
total_under_20,17740.0,2045,G3L1W3
youth_quota,0.34937077810819867,2045,G3L1W3
old_quota,0.38803001358882966,2045,G3L1W3
total_pop,88220.0,2045,G3L1W3
share_over_67,0.25080618463160737,2045,G3L2W1
share_20_66,0.558971026398715,2045,G3L2W1
share_under_20,0.19022278896967765,2045,G3L2W1
total_over_67,20455.0,2045,G3L2W1
total_20_66,45588.0,2045,G3L2W1
total_under_20,15514.0,2045,G3L2W1
youth_quota,0.3403088532069843,2045,G3L2W1
old_quota,0.4486926384136177,2045,G3L2W1
total_pop,81557.0,2045,G3L2W1
share_over_67,0.23918235459398707,2045,G3L2W2
share_20_66,0.5646483094502202,2045,G3L2W2
share_under_20,0.19616933595579283,2045,G3L2W2
total_over_67,20430.0,2045,G3L2W2
total_20_66,48230.0,2045,G3L2W2
total_under_20,16756.0,2045,G3L2W2
youth_quota,0.34741861911673233,2045,G3L2W2
old_quota,0.42359527265187635,2045,G3L2W2
total_pop,85416.0,2045,G3L2W2
share_over_67,0.22906251755322138,2045,G3L2W3
share_20_66,0.5714767174071785,2045,G3L2W3
share_under_20,0.19946076503960006,2045,G3L2W3
total_over_67,20390.0,2045,G3L2W3
total_20_66,50870.0,2045,G3L2W3
total_under_20,17755.0,2045,G3L2W3
youth_quota,0.3490269313937488,2045,G3L2W3
old_quota,0.4008256339689405,2045,G3L2W3
total_pop,89015.0,2045,G3L2W3
share_over_67,0.2566684481585852,2045,G3L3W1
share_20_66,0.5547444368865999,2045,G3L3W1
share_under_20,0.1885871149548149,2045,G3L3W1
total_over_67,21131.0,2045,G3L3W1
total_20_66,45671.0,2045,G3L3W1
total_under_20,15526.0,2045,G3L3W1
youth_quota,0.33995314313240355,2045,G3L3W1
old_quota,0.4626787239167087,2045,G3L3W1
total_pop,82328.0,2045,G3L3W1
share_over_67,0.24488848662071527,2045,G3L3W2
share_20_66,0.5605374921673745,2045,G3L3W2
share_under_20,0.19457402121191023,2045,G3L3W2
total_over_67,21104.0,2045,G3L3W2
total_20_66,48306.0,2045,G3L3W2
total_under_20,16768.0,2045,G3L3W2
youth_quota,0.34712044052498653,2045,G3L3W2
old_quota,0.43688154680577984,2045,G3L3W2
total_pop,86178.0,2045,G3L3W2
share_over_67,0.23461932552234152,2045,G3L3W3
share_20_66,0.5674923152314341,2045,G3L3W3
share_under_20,0.19788835924622444,2045,G3L3W3
total_over_67,21066.0,2045,G3L3W3
total_20_66,50954.0,2045,G3L3W3
total_under_20,17768.0,2045,G3L3W3
youth_quota,0.34870667661027593,2045,G3L3W3
old_quota,0.41343172273030576,2045,G3L3W3
total_pop,89788.0,2045,G3L3W3
share_over_67,0.25069754997515575,2046,G1L1W1
share_20_66,0.5761571685204296,2046,G1L1W1
share_under_20,0.17314528150441463,2046,G1L1W1
total_over_67,19677.0,2046,G1L1W1
total_20_66,45222.0,2046,G1L1W1
total_under_20,13590.0,2046,G1L1W1
youth_quota,0.3005174472601831,2046,G1L1W1
old_quota,0.4351200743001194,2046,G1L1W1
total_pop,78489.0,2046,G1L1W1
share_over_67,0.2386403641881639,2046,G1L1W2
share_20_66,0.5823004552352049,2046,G1L1W2
share_under_20,0.17905918057663125,2046,G1L1W2
total_over_67,19658.0,2046,G1L1W2
total_20_66,47967.0,2046,G1L1W2
total_under_20,14750.0,2046,G1L1W2
youth_quota,0.30750307503075025,2046,G1L1W2
old_quota,0.409823420268101,2046,G1L1W2
total_pop,82375.0,2046,G1L1W2
share_over_67,0.2281725504783382,2046,G1L1W3
share_20_66,0.5895358433980029,2046,G1L1W3
share_under_20,0.18229160612365886,2046,G1L1W3
total_over_67,19629.0,2046,G1L1W3
total_20_66,50716.0,2046,G1L1W3
total_under_20,15682.0,2046,G1L1W3
youth_quota,0.3092120829718432,2046,G1L1W3
old_quota,0.3870376212635066,2046,G1L1W3
total_pop,86027.0,2046,G1L1W3
share_over_67,0.2572494830803369,2046,G1L2W1
share_20_66,0.5712844823238691,2046,G1L2W1
share_under_20,0.17146603459579404,2046,G1L2W1
total_over_67,20404.0,2046,G1L2W1
total_20_66,45312.0,2046,G1L2W1
total_under_20,13600.0,2046,G1L2W1
youth_quota,0.3001412429378531,2046,G1L2W1
old_quota,0.4503001412429379,2046,G1L2W1
total_pop,79316.0,2046,G1L2W1
share_over_67,0.24496737053372913,2046,G1L2W2
share_20_66,0.5776437078611174,2046,G1L2W2
share_under_20,0.1773889216051534,2046,G1L2W2
total_over_67,20383.0,2046,G1L2W2
total_20_66,48064.0,2046,G1L2W2
total_under_20,14760.0,2046,G1L2W2
youth_quota,0.30709054593874835,2046,G1L2W2
old_quota,0.42408039280958726,2046,G1L2W2
total_pop,83207.0,2046,G1L2W2
share_over_67,0.2343764391636732,2046,G1L2W3
share_20_66,0.5849451966473244,2046,G1L2W3
share_under_20,0.1806783641890025,2046,G1L2W3
total_over_67,20357.0,2046,G1L2W3
total_20_66,50806.0,2046,G1L2W3
total_under_20,15693.0,2046,G1L2W3
youth_quota,0.3088808408455694,2046,G1L2W3
old_quota,0.4006810219265441,2046,G1L2W3
total_pop,86856.0,2046,G1L2W3
share_over_67,0.26365179195367877,2046,G1L3W1
share_20_66,0.5665119297194768,2046,G1L3W1
share_under_20,0.16983627832684436,2046,G1L3W1
total_over_67,21128.0,2046,G1L3W1
total_20_66,45398.0,2046,G1L3W1
total_under_20,13610.0,2046,G1L3W1
youth_quota,0.29979294242037097,2046,G1L3W1
old_quota,0.4653949513194415,2046,G1L3W1
total_pop,80136.0,2046,G1L3W1
share_over_67,0.25117829088312305,2046,G1L3W2
share_20_66,0.5730183289692931,2046,G1L3W2
share_under_20,0.1758033801475839,2046,G1L3W2
total_over_67,21104.0,2046,G1L3W2
total_20_66,48145.0,2046,G1L3W2
total_under_20,14771.0,2046,G1L3W2
youth_quota,0.30680236784712844,2046,G1L3W2
old_quota,0.43834250701007366,2046,G1L3W2
total_pop,84020.0,2046,G1L3W2
share_over_67,0.2402961070365343,2046,G1L3W3
share_20_66,0.5805910734450388,2046,G1L3W3
share_under_20,0.17911281951842684,2046,G1L3W3
total_over_67,21067.0,2046,G1L3W3
total_20_66,50901.0,2046,G1L3W3
total_under_20,15703.0,2046,G1L3W3
youth_quota,0.3085008153081472,2046,G1L3W3
old_quota,0.41388184907958586,2046,G1L3W3
total_pop,87671.0,2046,G1L3W3
share_over_67,0.24737563330525628,2046,G2L1W1
share_20_66,0.5697672956765523,2046,G2L1W1
share_under_20,0.18285707101819143,2046,G2L1W1
total_over_67,19677.0,2046,G2L1W1
total_20_66,45321.0,2046,G2L1W1
total_under_20,14545.0,2046,G2L1W1
youth_quota,0.32093290086273474,2046,G2L1W1
old_quota,0.4341695902561727,2046,G2L1W1
total_pop,79543.0,2046,G2L1W1
share_over_67,0.23543360839311592,2046,G2L1W2
share_20_66,0.5756733774866163,2046,G2L1W2
share_under_20,0.1888930141202678,2046,G2L1W2
total_over_67,19658.0,2046,G2L1W2
total_20_66,48067.0,2046,G2L1W2
total_under_20,15772.0,2046,G2L1W2
youth_quota,0.32812532506709385,2046,G2L1W2
old_quota,0.4089708115755092,2046,G2L1W2
total_pop,83497.0,2046,G2L1W2
share_over_67,0.22511611904352313,2046,G2L1W3
share_20_66,0.5828086472848214,2046,G2L1W3
share_under_20,0.1920752336716555,2046,G2L1W3
total_over_67,19629.0,2046,G2L1W3
total_20_66,50818.0,2046,G2L1W3
total_under_20,16748.0,2046,G2L1W3
youth_quota,0.3295682632138219,2046,G2L1W3
old_quota,0.3862607737415876,2046,G2L1W3
total_pop,87195.0,2046,G2L1W3
share_over_67,0.2538600311041991,2046,G2L2W1
share_20_66,0.5649891135303265,2046,G2L2W1
share_under_20,0.18115085536547434,2046,G2L2W1
total_over_67,20404.0,2046,G2L2W1
total_20_66,45411.0,2046,G2L2W1
total_under_20,14560.0,2046,G2L2W1
youth_quota,0.32062716082006565,2046,G2L2W1
old_quota,0.44931844707229535,2046,G2L2W1
total_pop,80375.0,2046,G2L2W1
share_over_67,0.24170520573935728,2046,G2L2W2
share_20_66,0.5711846318036286,2046,G2L2W2
share_under_20,0.18711016245701412,2046,G2L2W2
total_over_67,20383.0,2046,G2L2W2
total_20_66,48168.0,2046,G2L2W2
total_under_20,15779.0,2046,G2L2W2
youth_quota,0.32758262747051986,2046,G2L2W2
old_quota,0.4231647566849361,2046,G2L2W2
total_pop,84330.0,2046,G2L2W2
share_over_67,0.23126647278015086,2046,G2L2W3
share_20_66,0.5783195492138508,2046,G2L2W3
share_under_20,0.19041397800599835,2046,G2L2W3
total_over_67,20357.0,2046,G2L2W3
total_20_66,50906.0,2046,G2L2W3
total_under_20,16761.0,2046,G2L2W3
youth_quota,0.32925391898793854,2046,G2L2W3
old_quota,0.3998939221309865,2046,G2L2W3
total_pop,88024.0,2046,G2L2W3
share_over_67,0.2602130673071002,2046,G2L3W1
share_20_66,0.5603423856148778,2046,G2L3W1
share_under_20,0.17944454707802204,2046,G2L3W1
total_over_67,21128.0,2046,G2L3W1
total_20_66,45497.0,2046,G2L3W1
total_under_20,14570.0,2046,G2L3W1
youth_quota,0.32024089500406616,2046,G2L3W1
old_quota,0.46438226696265683,2046,G2L3W1
total_pop,81195.0,2046,G2L3W1
share_over_67,0.2478537118160358,2046,G2L3W2
share_20_66,0.5666435693565246,2046,G2L3W2
share_under_20,0.1855027188274396,2046,G2L3W2
total_over_67,21104.0,2046,G2L3W2
total_20_66,48248.0,2046,G2L3W2
total_under_20,15795.0,2046,G2L3W2
youth_quota,0.32737108273918086,2046,G2L3W2
old_quota,0.43740673188525947,2046,G2L3W2
total_pop,85147.0,2046,G2L3W2
share_over_67,0.2371368430531636,2046,G2L3W3
share_20_66,0.5741172232915724,2046,G2L3W3
share_under_20,0.18874593365526401,2046,G2L3W3
total_over_67,21067.0,2046,G2L3W3
total_20_66,51004.0,2046,G2L3W3
total_under_20,16768.0,2046,G2L3W3
youth_quota,0.32875852874284367,2046,G2L3W3
old_quota,0.41304603560505054,2046,G2L3W3
total_pop,88839.0,2046,G2L3W3
share_over_67,0.24435889475318223,2046,G3L1W1
share_20_66,0.5637007140639553,2046,G3L1W1
share_under_20,0.19194039118286246,2046,G3L1W1
total_over_67,19677.0,2046,G3L1W1
total_20_66,45392.0,2046,G3L1W1
total_under_20,15456.0,2046,G3L1W1
youth_quota,0.34050052872752906,2046,G3L1W1
old_quota,0.43349048290447656,2046,G3L1W1
total_pop,80525.0,2046,G3L1W1
share_over_67,0.23253998296583703,2046,G3L1W2
share_20_66,0.5694378726223147,2046,G3L1W2
share_under_20,0.1980221444118482,2046,G3L1W2
total_over_67,19658.0,2046,G3L1W2
total_20_66,48138.0,2046,G3L1W2
total_under_20,16740.0,2046,G3L1W2
youth_quota,0.3477502181228967,2046,G3L1W2
old_quota,0.40836760978852465,2046,G3L1W2
total_pop,84536.0,2046,G3L1W2
share_over_67,0.22234178720705006,2046,G3L1W3
share_20_66,0.5764643249549743,2046,G3L1W3
share_under_20,0.2011938878379756,2046,G3L1W3
total_over_67,19629.0,2046,G3L1W3
total_20_66,50892.0,2046,G3L1W3
total_under_20,17762.0,2046,G3L1W3
youth_quota,0.3490135974219917,2046,G3L1W3
old_quota,0.38569912756425373,2046,G3L1W3
total_pop,88283.0,2046,G3L1W3
share_over_67,0.2507866273352999,2046,G3L2W1
share_20_66,0.5590339233038348,2046,G3L2W1
share_under_20,0.19017944936086528,2046,G3L2W1
total_over_67,20404.0,2046,G3L2W1
total_20_66,45483.0,2046,G3L2W1
total_under_20,15473.0,2046,G3L2W1
youth_quota,0.3401930391574874,2046,G3L2W1
old_quota,0.4486071719103841,2046,G3L2W1
total_pop,81360.0,2046,G3L2W1
share_over_67,0.23873831666237205,2046,G3L2W2
share_20_66,0.5649816111878938,2046,G3L2W2
share_under_20,0.1962800721497341,2046,G3L2W2
total_over_67,20383.0,2046,G3L2W2
total_20_66,48237.0,2046,G3L2W2
total_under_20,16758.0,2046,G3L2W2
youth_quota,0.347409664780148,2046,G3L2W2
old_quota,0.4225594460683708,2046,G3L2W2
total_pop,85378.0,2046,G3L2W2
share_over_67,0.22844285842535236,2046,G3L2W3
share_20_66,0.5721002783014634,2046,G3L2W3
share_under_20,0.19945686327318432,2046,G3L2W3
total_over_67,20357.0,2046,G3L2W3
total_20_66,50981.0,2046,G3L2W3
total_under_20,17774.0,2046,G3L2W3
youth_quota,0.34863968929601225,2046,G3L2W3
old_quota,0.3993056236637178,2046,G3L2W3
total_pop,89112.0,2046,G3L2W3
share_over_67,0.25710669781931467,2046,G3L3W1
share_20_66,0.5545171339563862,2046,G3L3W1
share_under_20,0.18837616822429906,2046,G3L3W1
total_over_67,21128.0,2046,G3L3W1
total_20_66,45568.0,2046,G3L3W1
total_under_20,15480.0,2046,G3L3W1
youth_quota,0.3397120786516854,2046,G3L3W1
old_quota,0.4636587078651686,2046,G3L3W1
total_pop,82176.0,2046,G3L3W1
share_over_67,0.2448487098570633,2046,G3L3W2
share_20_66,0.5606204752181176,2046,G3L3W2
share_under_20,0.194530814924819,2046,G3L3W2
total_over_67,21104.0,2046,G3L3W2
total_20_66,48321.0,2046,G3L3W2
total_under_20,16767.0,2046,G3L3W2
youth_quota,0.3469919910597877,2046,G3L3W2
old_quota,0.43674592827135206,2046,G3L3W2
total_pop,86192.0,2046,G3L3W2
share_over_67,0.23425477027087133,2046,G3L3W3
share_20_66,0.56795134101321,2046,G3L3W3
share_under_20,0.1977938887159187,2046,G3L3W3
total_over_67,21067.0,2046,G3L3W3
total_20_66,51077.0,2046,G3L3W3
total_under_20,17788.0,2046,G3L3W3
youth_quota,0.34825851165886795,2046,G3L3W3
old_quota,0.4124557041329757,2046,G3L3W3
total_pop,89932.0,2046,G3L3W3
share_over_67,0.2511776150734729,2047,G1L1W1
share_20_66,0.5759177717474784,2047,G1L1W1
share_under_20,0.1729046131790487,2047,G1L1W1
total_over_67,19623.0,2047,G1L1W1
total_20_66,44993.0,2047,G1L1W1
total_under_20,13508.0,2047,G1L1W1
youth_quota,0.30022447936345653,2047,G1L1W1
old_quota,0.43613450981263746,2047,G1L1W1
total_pop,78124.0,2047,G1L1W1
share_over_67,0.23871933411214954,2047,G1L1W2
share_20_66,0.5823598130841121,2047,G1L1W2
share_under_20,0.17892085280373832,2047,G1L1W2
total_over_67,19617.0,2047,G1L1W2
total_20_66,47856.0,2047,G1L1W2
total_under_20,14703.0,2047,G1L1W2
youth_quota,0.30723420260782347,2047,G1L1W2
old_quota,0.40991725175526583,2047,G1L1W2
total_pop,82176.0,2047,G1L1W2
share_over_67,0.22796281861861162,2047,G1L1W3
share_20_66,0.5899345021347884,2047,G1L1W3
share_under_20,0.18210267924660004,2047,G1L1W3
total_over_67,19595.0,2047,G1L1W3
total_20_66,50709.0,2047,G1L1W3
total_under_20,15653.0,2047,G1L1W3
youth_quota,0.30868287680687845,2047,G1L1W3
old_quota,0.3864205565087065,2047,G1L1W3
total_pop,85957.0,2047,G1L1W3
share_over_67,0.25816414358766643,2047,G1L2W1
share_20_66,0.5707179383322364,2047,G1L2W1
share_under_20,0.17111791808009721,2047,G1L2W1
total_over_67,20396.0,2047,G1L2W1
total_20_66,45089.0,2047,G1L2W1
total_under_20,13519.0,2047,G1L2W1
youth_quota,0.29982922664064404,2047,G1L2W1
old_quota,0.452349797068021,2047,G1L2W1
total_pop,79004.0,2047,G1L2W1
share_over_67,0.2455090541321518,2047,G1L2W2
share_20_66,0.5773454055095357,2047,G1L2W2
share_under_20,0.17714554035831245,2047,G1L2W2
total_over_67,20391.0,2047,G1L2W2
total_20_66,47952.0,2047,G1L2W2
total_under_20,14713.0,2047,G1L2W2
youth_quota,0.3068276609943276,2047,G1L2W2
old_quota,0.4252377377377377,2047,G1L2W2
total_pop,83056.0,2047,G1L2W2
share_over_67,0.23455780746199908,2047,G1L2W3
share_20_66,0.5850990327038231,2047,G1L2W3
share_under_20,0.18034315983417779,2047,G1L2W3
total_over_67,20369.0,2047,G1L2W3
total_20_66,50810.0,2047,G1L2W3
total_under_20,15661.0,2047,G1L2W3
youth_quota,0.3082267270222397,2047,G1L2W3
old_quota,0.4008856524306239,2047,G1L2W3
total_pop,86840.0,2047,G1L2W3
share_over_67,0.2648428696632027,2047,G1L3W1
share_20_66,0.5657568548891949,2047,G1L3W1
share_under_20,0.16940027544760236,2047,G1L3W1
total_over_67,21153.0,2047,G1L3W1
total_20_66,45187.0,2047,G1L3W1
total_under_20,13530.0,2047,G1L3W1
youth_quota,0.29942240024785893,2047,G1L3W1
old_quota,0.46812136233872575,2047,G1L3W1
total_pop,79870.0,2047,G1L3W1
share_over_67,0.2519959960914226,2047,G1L3W2
share_20_66,0.5725589265711766,2047,G1L3W2
share_under_20,0.1754450773374008,2047,G1L3W2
total_over_67,21147.0,2047,G1L3W2
total_20_66,48048.0,2047,G1L3W2
total_under_20,14723.0,2047,G1L3W2
youth_quota,0.306422743922744,2047,G1L3W2
old_quota,0.44012237762237766,2047,G1L3W2
total_pop,83918.0,2047,G1L3W2
share_over_67,0.24083871114861014,2047,G1L3W3
share_20_66,0.5804848014959068,2047,G1L3W3
share_under_20,0.17867648735548308,2047,G1L3W3
total_over_67,21123.0,2047,G1L3W3
total_20_66,50912.0,2047,G1L3W3
total_under_20,15671.0,2047,G1L3W3
youth_quota,0.3078056253928347,2047,G1L3W3
old_quota,0.41489236329352613,2047,G1L3W3
total_pop,87706.0,2047,G1L3W3
share_over_67,0.2476525821596244,2047,G2L1W1
share_20_66,0.5695517189156444,2047,G2L1W1
share_under_20,0.1827956989247312,2047,G2L1W1
total_over_67,19623.0,2047,G2L1W1
total_20_66,45129.0,2047,G2L1W1
total_under_20,14484.0,2047,G2L1W1
youth_quota,0.32094661969022137,2047,G2L1W1
old_quota,0.43482018214451906,2047,G2L1W1
total_pop,79236.0,2047,G2L1W1
share_over_67,0.2353597523665551,2047,G2L1W2
share_20_66,0.575795750398925,2047,G2L1W2
share_under_20,0.1888444972345199,2047,G2L1W2
total_over_67,19617.0,2047,G2L1W2
total_20_66,47992.0,2047,G2L1W2
total_under_20,15740.0,2047,G2L1W2
youth_quota,0.3279713285547591,2047,G2L1W2
old_quota,0.40875562593765624,2047,G2L1W2
total_pop,83349.0,2047,G2L1W2
share_over_67,0.2247596981028194,2047,G2L1W3
share_20_66,0.5832626000779978,2047,G2L1W3
share_under_20,0.19197770181918286,2047,G2L1W3
total_over_67,19595.0,2047,G2L1W3
total_20_66,50850.0,2047,G2L1W3
total_under_20,16737.0,2047,G2L1W3
youth_quota,0.3291445427728613,2047,G2L1W3
old_quota,0.3853490658800393,2047,G2L1W3
total_pop,87182.0,2047,G2L1W3
share_over_67,0.25458085775625344,2047,G2L2W1
share_20_66,0.5644939837236008,2047,G2L2W1
share_under_20,0.1809251585201458,2047,G2L2W1
total_over_67,20396.0,2047,G2L2W1
total_20_66,45225.0,2047,G2L2W1
total_under_20,14495.0,2047,G2L2W1
youth_quota,0.32050856826976226,2047,G2L2W1
old_quota,0.4509894969596462,2047,G2L2W1
total_pop,80116.0,2047,G2L2W1
share_over_67,0.2420641515705501,2047,G2L2W2
share_20_66,0.5709062418386002,2047,G2L2W2
share_under_20,0.18702960659084975,2047,G2L2W2
total_over_67,20391.0,2047,G2L2W2
total_20_66,48092.0,2047,G2L2W2
total_under_20,15755.0,2047,G2L2W2
youth_quota,0.32760126424353325,2047,G2L2W2
old_quota,0.4239998336521667,2047,G2L2W2
total_pop,84238.0,2047,G2L2W2
share_over_67,0.23127668271414298,2047,G2L2W3
share_20_66,0.5785380143518939,2047,G2L2W3
share_under_20,0.19018530293396313,2047,G2L2W3
total_over_67,20369.0,2047,G2L2W3
total_20_66,50953.0,2047,G2L2W3
total_under_20,16750.0,2047,G2L2W3
youth_quota,0.3287343237885895,2047,G2L2W3
old_quota,0.39976056365670326,2047,G2L2W3
total_pop,88072.0,2047,G2L2W3
share_over_67,0.2612158707813137,2047,G2L3W1
share_20_66,0.5596759653737389,2047,G2L3W1
share_under_20,0.17910816384494746,2047,G2L3W1
total_over_67,21153.0,2047,G2L3W1
total_20_66,45322.0,2047,G2L3W1
total_under_20,14504.0,2047,G2L3W1
youth_quota,0.3200211817660297,2047,G2L3W1
old_quota,0.4667269758616125,2047,G2L3W1
total_pop,80979.0,2047,G2L3W1
share_over_67,0.24849004723743273,2047,G2L3W2
share_20_66,0.5662146600549929,2047,G2L3W2
share_under_20,0.18529529270757444,2047,G2L3W2
total_over_67,21147.0,2047,G2L3W2
total_20_66,48186.0,2047,G2L3W2
total_under_20,15769.0,2047,G2L3W2
youth_quota,0.32725272900842567,2047,G2L3W2
old_quota,0.4388619100983688,2047,G2L3W2
total_pop,85102.0,2047,G2L3W2
share_over_67,0.2375158827431887,2047,G2L3W3
share_20_66,0.5740276387842533,2047,G2L3W3
share_under_20,0.188456478472558,2047,G2L3W3
total_over_67,21123.0,2047,G2L3W3
total_20_66,51050.0,2047,G2L3W3
total_under_20,16760.0,2047,G2L3W3
youth_quota,0.32830558276199806,2047,G2L3W3
old_quota,0.41377081292850143,2047,G2L3W3
total_pop,88933.0,2047,G2L3W3
share_over_67,0.24448985185831226,2047,G3L1W1
share_20_66,0.5634866248863084,2047,G3L1W1
share_under_20,0.19202352325537933,2047,G3L1W1
total_over_67,19623.0,2047,G3L1W1
total_20_66,45226.0,2047,G3L1W1
total_under_20,15412.0,2047,G3L1W1
youth_quota,0.34077742891257246,2047,G3L1W1
old_quota,0.43388758678636186,2047,G3L1W1
total_pop,80261.0,2047,G3L1W1
share_over_67,0.23230505062466694,2047,G3L1W2
share_20_66,0.5695067795606608,2047,G3L1W2
share_under_20,0.19818816981467227,2047,G3L1W2
total_over_67,19617.0,2047,G3L1W2
total_20_66,48092.0,2047,G3L1W2
total_under_20,16736.0,2047,G3L1W2
youth_quota,0.34799966730433335,2047,G3L1W2
old_quota,0.40790568077850786,2047,G3L1W2
total_pop,84445.0,2047,G3L1W2
share_over_67,0.22185362981749016,2047,G3L1W3
share_20_66,0.5768534033784701,2047,G3L1W3
share_under_20,0.20129296680403969,2047,G3L1W3
total_over_67,19595.0,2047,G3L1W3
total_20_66,50950.0,2047,G3L1W3
total_under_20,17779.0,2047,G3L1W3
youth_quota,0.3489499509322866,2047,G3L1W3
old_quota,0.38459273797841026,2047,G3L1W3
total_pop,88324.0,2047,G3L1W3
share_over_67,0.25132773896220717,2047,G3L2W1
share_20_66,0.5585129323623279,2047,G3L2W1
share_under_20,0.19015932867546487,2047,G3L2W1
total_over_67,20396.0,2047,G3L2W1
total_20_66,45325.0,2047,G3L2W1
total_under_20,15432.0,2047,G3L2W1
youth_quota,0.34047435190292336,2047,G3L2W1
old_quota,0.44999448428019856,2047,G3L2W1
total_pop,81153.0,2047,G3L2W1
share_over_67,0.23896076501195332,2047,G3L2W2
share_20_66,0.5647353864904139,2047,G3L2W2
share_under_20,0.19630384849763277,2047,G3L2W2
total_over_67,20391.0,2047,G3L2W2
total_20_66,48190.0,2047,G3L2W2
total_under_20,16751.0,2047,G3L2W2
youth_quota,0.3476032371861382,2047,G3L2W2
old_quota,0.4231375804108737,2047,G3L2W2
total_pop,85332.0,2047,G3L2W2
share_over_67,0.22831106527977044,2047,G3L2W3
share_20_66,0.5722628228120517,2047,G3L2W3
share_under_20,0.1994261119081779,2047,G3L2W3
total_over_67,20369.0,2047,G3L2W3
total_20_66,51055.0,2047,G3L2W3
total_under_20,17792.0,2047,G3L2W3
youth_quota,0.34848692586426405,2047,G3L2W3
old_quota,0.39896190382920377,2047,G3L2W3
total_pop,89216.0,2047,G3L2W3
share_over_67,0.2579288144273329,2047,G3L3W1
share_20_66,0.5538281450049384,2047,G3L3W1
share_under_20,0.18824304056772873,2047,G3L3W1
total_over_67,21153.0,2047,G3L3W1
total_20_66,45420.0,2047,G3L3W1
total_under_20,15438.0,2047,G3L3W1
youth_quota,0.3398943196829591,2047,G3L3W1
old_quota,0.46571994715984144,2047,G3L3W1
total_pop,82011.0,2047,G3L3W1
share_over_67,0.24532767201475655,2047,G3L3W2
share_20_66,0.5601573104096336,2047,G3L3W2
share_under_20,0.19451501757560993,2047,G3L3W2
total_over_67,21147.0,2047,G3L3W2
total_20_66,48285.0,2047,G3L3W2
total_under_20,16767.0,2047,G3L3W2
youth_quota,0.3472506989748369,2047,G3L3W2
old_quota,0.4379621000310655,2047,G3L3W2
total_pop,86199.0,2047,G3L3W2
share_over_67,0.23448115092580257,2047,G3L3W3
share_20_66,0.567847786510368,2047,G3L3W3
share_under_20,0.19767106256382933,2047,G3L3W3
total_over_67,21123.0,2047,G3L3W3
total_20_66,51154.0,2047,G3L3W3
total_under_20,17807.0,2047,G3L3W3
youth_quota,0.3481057199827971,2047,G3L3W3
old_quota,0.41292958517417994,2047,G3L3W3
total_pop,90084.0,2047,G3L3W3
share_over_67,0.2514821435460847,2048,G1L1W1
share_20_66,0.5757018480175928,2048,G1L1W1
share_under_20,0.17281600843632247,2048,G1L1W1
total_over_67,19555.0,2048,G1L1W1
total_20_66,44766.0,2048,G1L1W1
total_under_20,13438.0,2048,G1L1W1
youth_quota,0.30018317473082246,2048,G1L1W1
old_quota,0.4368270562480454,2048,G1L1W1
total_pop,77759.0,2048,G1L1W1
