scenario_label,simulation_year,metric,aggregate,raw_value,n_simulations,simulation_ids,value
G1L2W1,2045,share_20_66,mean,0.5738554076874359,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5738554076874359
G1L2W1,2045,share_over_67,mean,0.23079619047402222,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23079619047402222
G1L2W1,2045,share_under_20,mean,0.18312598126852916,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18312598126852916
G1L2W1,2045,total_20_66,mean,21472.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",44681.621600000006
G1L2W1,2045,total_over_67,mean,8635.666666666666,3,"[np.int64(1), np.int64(2), np.int64(3)]",17970.174658333333
G1L2W1,2045,total_pop,mean,37417.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",77861.970725
G1L2W1,2045,total_under_20,mean,6852.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",14258.4981
G1L2W1,2045,youth_quota,mean,0.3191208076874552,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3191208076874552
G1L2W1,2046,old_quota,mean,0.40146323566598935,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.40146323566598935
G1L2W1,2046,share_20_66,mean,0.5747904112683139,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5747904112683139
G1L2W1,2046,share_over_67,mean,0.23074964413148877,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23074964413148877
G1L2W1,2046,share_under_20,mean,0.18280471956451735,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18280471956451735
G1L2W1,2046,total_20_66,mean,21420.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",44573.4135
G1L2W1,2046,total_over_67,mean,8599.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",17893.874075
G1L2W1,2046,total_pop,mean,37265.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",77547.05740833333
G1L2W1,2046,total_under_20,mean,6812.333333333333,3,"[np.int64(1), np.int64(2), np.int64(3)]",14175.954741666666
G1L2W1,2046,youth_quota,mean,0.3180428658379652,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3180428658379652
G1L2W1,2047,old_quota,mean,0.3994871369692042,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3994871369692042
G1L2W1,2047,share_20_66,mean,0.5748406844875835,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5748406844875835
G1L2W1,2047,share_over_67,mean,0.22963535448949182,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.22963535448949182
G1L2W1,2047,share_under_20,mean,0.1825240426266849,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.1825240426266849
G1L2W1,2047,total_20_66,mean,21313.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",44350.754525000004
G1L2W1,2047,total_over_67,mean,8514.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",17716.995450000002
G1L2W1,2047,total_pop,mean,37076.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",77153.06894166667
G1L2W1,2047,total_under_20,mean,6767.333333333333,3,"[np.int64(1), np.int64(2), np.int64(3)]",14082.313116666666
G1L2W1,2047,youth_quota,mean,0.31752874626323785,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.31752874626323785
G1L2W1,2048,old_quota,mean,0.3996107939929449,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3996107939929449
G1L2W1,2048,share_20_66,mean,0.5748278513807542,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5748278513807542
G1L2W1,2048,share_over_67,mean,0.22969310415136976,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.22969310415136976
G1L2W1,2048,share_under_20,mean,0.1824956875776187,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.1824956875776187
G1L2W1,2048,total_20_66,mean,21208.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",44133.64468333334
G1L2W1,2048,total_over_67,mean,8474.666666666666,3,"[np.int64(1), np.int64(2), np.int64(3)]",17635.145733333335
G1L2W1,2048,total_pop,mean,36895.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",76777.11515833333
G1L2W1,2048,total_under_20,mean,6733.333333333333,3,"[np.int64(1), np.int64(2), np.int64(3)]",14011.561666666666
G1L2W1,2048,youth_quota,mean,0.31749029712214366,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.31749029712214366
G1L2W1,2049,old_quota,mean,0.401043029600115,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.401043029600115
G1L2W1,2049,share_20_66,mean,0.5745069691862356,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5745069691862356
G1L2W1,2049,share_over_67,mean,0.2303884890646245,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.2303884890646245
G1L2W1,2049,share_under_20,mean,0.18236354392759693,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18236354392759693
G1L2W1,2049,total_20_66,mean,21102.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",43913.066633333336
G1L2W1,2049,total_over_67,mean,8462.666666666666,3,"[np.int64(1), np.int64(2), np.int64(3)]",17610.174633333332
G1L2W1,2049,total_pop,mean,36732.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",76436.5371
G1L2W1,2049,total_under_20,mean,6698.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13939.422933333335
G1L2W1,2049,youth_quota,mean,0.31743524360801767,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.31743524360801767
G1L2W1,2050,old_quota,mean,0.4003326813415789,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4003326813415789
G1L2W1,2050,share_20_66,mean,0.5749470577773007,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5749470577773007
G1L2W1,2050,share_over_67,mean,0.23015935636384965,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23015935636384965
G1L2W1,2050,share_under_20,mean,0.18221292095341332,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18221292095341332
G1L2W1,2050,total_20_66,mean,21006.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",43713.29783333334
G1L2W1,2050,total_over_67,mean,8409.333333333334,3,"[np.int64(1), np.int64(2), np.int64(3)]",17499.19196666667
G1L2W1,2050,total_pop,mean,36537.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",76030.756725
G1L2W1,2050,total_under_20,mean,6657.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13854.105008333336
G1L2W1,2050,youth_quota,mean,0.3169282628919529,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3169282628919529
G1L2W1,2051,old_quota,mean,0.40140197270147304,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.40140197270147304
G1L2W1,2051,share_20_66,mean,0.5739248223556972,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5739248223556972
G1L2W1,2051,share_over_67,mean,0.2303563029666742,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.2303563029666742
G1L2W1,2051,share_under_20,mean,0.18275097182849723,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18275097182849723
G1L2W1,2051,total_20_66,mean,20889.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",43469.82960833334
G1L2W1,2051,total_over_67,mean,8384.666666666666,3,"[np.int64(1), np.int64(2), np.int64(3)]",17447.862483333334
G1L2W1,2051,total_pop,mean,36398.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",75742.20179166668
G1L2W1,2051,total_under_20,mean,6652.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",13842.313100000001
G1L2W1,2051,youth_quota,mean,0.3184311996733124,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3184311996733124
G1L2W1,2052,old_quota,mean,0.40027214122642524,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.40027214122642524
G1L2W1,2052,share_20_66,mean,0.5747398449988026,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5747398449988026
G1L2W1,2052,share_over_67,mean,0.23003588637911118,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23003588637911118
G1L2W1,2052,share_under_20,mean,0.18256352407522816,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18256352407522816
G1L2W1,2052,total_20_66,mean,20791.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",43265.89895833334
G1L2W1,2052,total_over_67,mean,8322.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",17317.457850000003
G1L2W1,2052,total_pop,mean,36176.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",75280.23644166668
G1L2W1,2052,total_under_20,mean,6604.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13743.815983333336
G1L2W1,2052,youth_quota,mean,0.3176561029345263,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3176561029345263
G1L2W1,2053,old_quota,mean,0.40094677055138533,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.40094677055138533
G1L2W1,2053,share_20_66,mean,0.5736886182267036,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5736886182267036
G1L2W1,2053,share_over_67,mean,0.22999948064724918,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.22999948064724918
G1L2W1,2053,share_under_20,mean,0.18278448401987657,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18278448401987657
G1L2W1,2053,total_20_66,mean,20652.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",42975.263100000004
G1L2W1,2053,total_over_67,mean,8280.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",17230.059
G1L2W1,2053,total_pop,mean,35999.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",74911.91271666667
G1L2W1,2053,total_under_20,mean,6580.333333333333,3,"[np.int64(1), np.int64(2), np.int64(3)]",13693.180141666668
G1L2W1,2053,youth_quota,mean,0.31863374812695183,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.31863374812695183
G1L2W1,2054,old_quota,mean,0.4022276889078317,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4022276889078317
G1L2W1,2054,share_20_66,mean,0.5723946369452151,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5723946369452151
G1L2W1,2054,share_over_67,mean,0.23020511741988223,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23020511741988223
G1L2W1,2054,share_under_20,mean,0.18291290364370047,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18291290364370047
G1L2W1,2054,total_20_66,mean,20479.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",42615.263075
G1L2W1,2054,total_over_67,mean,8236.666666666666,3,"[np.int64(1), np.int64(2), np.int64(3)]",17139.885583333333
G1L2W1,2054,total_pop,mean,35778.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",74452.72193333333
G1L2W1,2054,total_under_20,mean,6544.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13618.960483333334
G1L2W1,2054,youth_quota,mean,0.31958797801223776,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.31958797801223776
G1L2W1,2055,old_quota,mean,0.4066920667749385,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4066920667749385
G1L2W1,2055,share_20_66,mean,0.5708596699068331,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5708596699068331
G1L2W1,2055,share_over_67,mean,0.23214150075701298,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23214150075701298
G1L2W1,2055,share_under_20,mean,0.18241625500655387,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18241625500655387
G1L2W1,2055,total_20_66,mean,20319.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",42283.702358333336
G1L2W1,2055,total_over_67,mean,8263.333333333334,3,"[np.int64(1), np.int64(2), np.int64(3)]",17195.376916666668
G1L2W1,2055,total_pop,mean,35595.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",74071.21901666667
G1L2W1,2055,total_under_20,mean,6493.333333333333,3,"[np.int64(1), np.int64(2), np.int64(3)]",13512.139666666666
G1L2W1,2055,youth_quota,mean,0.31956144482570725,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.31956144482570725
G1L2W1,2056,old_quota,mean,0.4108030984749839,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4108030984749839
G1L2W1,2056,share_20_66,mean,0.568787566910692,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.568787566910692
G1L2W1,2056,share_over_67,mean,0.2336446130445963,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.2336446130445963
G1L2W1,2056,share_under_20,mean,0.18287216655583247,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18287216655583247
G1L2W1,2056,total_20_66,mean,20153.333333333332,3,"[np.int64(1), np.int64(2), np.int64(3)]",41937.57516666667
G1L2W1,2056,total_over_67,mean,8278.666666666666,3,"[np.int64(1), np.int64(2), np.int64(3)]",17227.284433333334
G1L2W1,2056,total_pop,mean,35432.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",73732.02824166667
G1L2W1,2056,total_under_20,mean,6479.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13483.700358333335
G1L2W1,2056,youth_quota,mean,0.3215164006316848,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3215164006316848
G1L2W1,2057,old_quota,mean,0.414856471622169,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.414856471622169
G1L2W1,2057,share_20_66,mean,0.5673343960780652,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5673343960780652
G1L2W1,2057,share_over_67,mean,0.23535682349914824,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23535682349914824
G1L2W1,2057,share_under_20,mean,0.18337738022379968,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18337738022379968
G1L2W1,2057,total_20_66,mean,19996.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",41610.1763
G1L2W1,2057,total_over_67,mean,8295.333333333334,3,"[np.int64(1), np.int64(2), np.int64(3)]",17261.966516666667
G1L2W1,2057,total_pop,mean,35245.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",73343.58890833333
G1L2W1,2057,total_under_20,mean,6463.333333333333,3,"[np.int64(1), np.int64(2), np.int64(3)]",13449.711916666667
G1L2W1,2057,youth_quota,mean,0.3232285694981413,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3232285694981413
G1L2W1,2058,old_quota,mean,0.41631300936976795,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.41631300936976795
G1L2W1,2058,share_20_66,mean,0.5673880099750562,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5673880099750562
G1L2W1,2058,share_over_67,mean,0.23620768607228074,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23620768607228074
G1L2W1,2058,share_under_20,mean,0.18357885056664605,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18357885056664605
G1L2W1,2058,total_20_66,mean,19894.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",41399.30923333334
G1L2W1,2058,total_over_67,mean,8282.333333333334,3,"[np.int64(1), np.int64(2), np.int64(3)]",17234.91449166667
G1L2W1,2058,total_pop,mean,35063.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",72964.86055833333
G1L2W1,2058,total_under_20,mean,6437.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",13394.914225
G1L2W1,2058,youth_quota,mean,0.3235557272988598,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3235557272988598
G1L2W1,2059,old_quota,mean,0.4174767280056389,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4174767280056389
G1L2W1,2059,share_20_66,mean,0.5664002544518808,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5664002544518808
G1L2W1,2059,share_over_67,mean,0.23645817037031147,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23645817037031147
G1L2W1,2059,share_under_20,mean,0.18445324177244127,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18445324177244127
G1L2W1,2059,total_20_66,mean,19789.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",41180.81210833334
G1L2W1,2059,total_over_67,mean,8261.666666666666,3,"[np.int64(1), np.int64(2), np.int64(3)]",17191.908708333332
G1L2W1,2059,total_pop,mean,34939.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",72706.13221666668
G1L2W1,2059,total_under_20,mean,6444.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13410.867983333335
G1L2W1,2059,youth_quota,mean,0.3256598007180332,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3256598007180332
G1L2W1,2060,old_quota,mean,0.4181864400746332,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4181864400746332
G1L2W1,2060,share_20_66,mean,0.565300427279977,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.565300427279977
G1L2W1,2060,share_over_67,mean,0.23639995973831332,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23639995973831332
G1L2W1,2060,share_under_20,mean,0.18479401011679739,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18479401011679739
G1L2W1,2060,total_20_66,mean,19659.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",40910.29185833334
G1L2W1,2060,total_over_67,mean,8221.333333333334,3,"[np.int64(1), np.int64(2), np.int64(3)]",17107.97806666667
G1L2W1,2060,total_pop,mean,34777.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",72369.02236666667
G1L2W1,2060,total_under_20,mean,6426.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13373.411333333335
G1L2W1,2060,youth_quota,mean,0.32689868331505406,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.32689868331505406
G1L2W1,2061,old_quota,mean,0.42043638397522587,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.42043638397522587
G1L2W1,2061,share_20_66,mean,0.5652375145374328,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5652375145374328
G1L2W1,2061,share_over_67,mean,0.23764468675476214,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23764468675476214
G1L2W1,2061,share_under_20,mean,0.18445616461996148,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18445616461996148
G1L2W1,2061,total_20_66,mean,19583.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",40750.754275
G1L2W1,2061,total_over_67,mean,8233.333333333334,3,"[np.int64(1), np.int64(2), np.int64(3)]",17132.94916666667
G1L2W1,2061,total_pop,mean,34645.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",72095.03390833334
G1L2W1,2061,total_under_20,mean,6390.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13298.498033333335
G1L2W1,2061,youth_quota,mean,0.3263380296779422,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3263380296779422
G1L2W1,2062,old_quota,mean,0.42171769623196026,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.42171769623196026
G1L2W1,2062,share_20_66,mean,0.5639334780080516,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5639334780080516
G1L2W1,2062,share_over_67,mean,0.23781445961254288,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23781445961254288
G1L2W1,2062,share_under_20,mean,0.18434450287607299,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18434450287607299
G1L2W1,2062,total_20_66,mean,19449.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",40473.29760833334
G1L2W1,2062,total_over_67,mean,8202.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",17067.74685
G1L2W1,2062,total_pop,mean,34489.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",71769.71596666667
G1L2W1,2062,total_under_20,mean,6358.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",13230.52115
G1L2W1,2062,youth_quota,mean,0.3268978381300016,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3268978381300016
G1L2W1,2063,old_quota,mean,0.4238953944881003,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4238953944881003
G1L2W1,2063,share_20_66,mean,0.5635542139936639,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5635542139936639
G1L2W1,2063,share_over_67,mean,0.2388857263542795,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.2388857263542795
G1L2W1,2063,share_under_20,mean,0.1845327924805081,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.1845327924805081
G1L2W1,2063,total_20_66,mean,19352.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",40271.44788333334
G1L2W1,2063,total_over_67,mean,8203.333333333334,3,"[np.int64(1), np.int64(2), np.int64(3)]",17070.52141666667
G1L2W1,2063,total_pop,mean,34340.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",71459.65814166667
G1L2W1,2063,total_under_20,mean,6337.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",13186.821725000002
G1L2W1,2063,youth_quota,mean,0.3274453206954528,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3274453206954528
G1L2W1,2064,old_quota,mean,0.4239134582050543,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4239134582050543
G1L2W1,2064,share_20_66,mean,0.563320984227306,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.563320984227306
G1L2W1,2064,share_over_67,mean,0.23879823633285377,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23879823633285377
G1L2W1,2064,share_under_20,mean,0.1845623352897857,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.1845623352897857
G1L2W1,2064,total_20_66,mean,19244.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",40045.320700000004
G1L2W1,2064,total_over_67,mean,8157.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",16975.492508333336
G1L2W1,2064,total_pop,mean,34161.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",71087.86620833333
G1L2W1,2064,total_under_20,mean,6305.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",13120.232125
G1L2W1,2064,youth_quota,mean,0.3276329852715591,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3276329852715591
G1L2W1,2065,old_quota,mean,0.42462331975492523,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.42462331975492523
G1L2W1,2065,share_20_66,mean,0.5637434584180068,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5637434584180068
G1L2W1,2065,share_over_67,mean,0.23937732617249738,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23937732617249738
G1L2W1,2065,share_under_20,mean,0.18488929506658602,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18488929506658602
G1L2W1,2065,total_20_66,mean,19168.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",39888.55768333334
G1L2W1,2065,total_over_67,mean,8139.333333333333,3,"[np.int64(1), np.int64(2), np.int64(3)]",16937.342216666668
G1L2W1,2065,total_pop,mean,34002.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",70756.30549166667
G1L2W1,2065,total_under_20,mean,6286.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",13082.081833333335
G1L2W1,2065,youth_quota,mean,0.3279721724926782,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3279721724926782
G1L2W1,2066,old_quota,mean,0.42425966599155057,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.42425966599155057
G1L2W1,2066,share_20_66,mean,0.5633639476501524,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5633639476501524
G1L2W1,2066,share_over_67,mean,0.23901144226019552,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23901144226019552
G1L2W1,2066,share_under_20,mean,0.18477479693813467,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18477479693813467
G1L2W1,2066,total_20_66,mean,19098.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",39742.892933333336
G1L2W1,2066,total_over_67,mean,8102.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",16861.041633333334
G1L2W1,2066,total_pop,mean,33901.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",70545.438425
G1L2W1,2066,total_under_20,mean,6264.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",13034.914200000001
G1L2W1,2066,youth_quota,mean,0.3279867821328751,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.3279867821328751
G1L2W1,2067,old_quota,mean,0.4255250605509325,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4255250605509325
G1L2W1,2067,share_20_66,mean,0.5628390926320076,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5628390926320076
G1L2W1,2067,share_over_67,mean,0.2394968824654652,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.2394968824654652
G1L2W1,2067,share_under_20,mean,0.18473790026000592,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18473790026000592
G1L2W1,2067,total_20_66,mean,19014.666666666668,3,"[np.int64(1), np.int64(2), np.int64(3)]",39568.09523333334
G1L2W1,2067,total_over_67,mean,8091.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",16836.764175
G1L2W1,2067,total_pop,mean,33783.333333333336,3,"[np.int64(1), np.int64(2), np.int64(3)]",70300.58291666668
G1L2W1,2067,total_under_20,mean,6241.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",12987.052925
G1L2W1,2067,youth_quota,mean,0.32823224674100454,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.32823224674100454
G1L2W1,2068,old_quota,mean,0.4248717331171541,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4248717331171541
G1L2W1,2068,share_20_66,mean,0.5635902910974346,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5635902910974346
G1L2W1,2068,share_over_67,mean,0.23944571700700854,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23944571700700854
G1L2W1,2068,share_under_20,mean,0.18476426308497063,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18476426308497063
G1L2W1,2068,total_20_66,mean,18954.0,3,"[np.int64(1), np.int64(2), np.int64(3)]",39441.852450000006
G1L2W1,2068,total_over_67,mean,8052.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",16756.995383333335
G1L2W1,2068,total_pop,mean,33630.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",69982.89503333333
G1L2W1,2068,total_under_20,mean,6213.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",12930.174308333335
G1L2W1,2068,youth_quota,mean,0.32784120754402823,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.32784120754402823
G1L2W1,2069,old_quota,mean,0.4242650332249715,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.4242650332249715
G1L2W1,2069,share_20_66,mean,0.5640499478929267,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.5640499478929267
G1L2W1,2069,share_over_67,mean,0.23929938904323814,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.23929938904323814
G1L2W1,2069,share_under_20,mean,0.18485226522815887,3,"[np.int64(1), np.int64(2), np.int64(3)]",0.18485226522815887
G1L2W1,2069,total_20_66,mean,18884.333333333332,3,"[np.int64(1), np.int64(2), np.int64(3)]",39296.88134166667
G1L2W1,2069,total_over_67,mean,8011.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",16671.677458333335
G1L2W1,2069,total_pop,mean,33479.666666666664,3,"[np.int64(1), np.int64(2), np.int64(3)]",69668.67535833333
G1L2W1,2069,total_under_20,mean,6188.666666666667,3,"[np.int64(1), np.int64(2), np.int64(3)]",12878.151183333335
